,x,y,Filename,Time,refc,uh,Mode
19,559,398,10101991_T02_19id.npy,1991-10-10T02:00:00.000000000,48.498955,91.93749,Multicell
20,560,398,10101991_T02_20id.npy,1991-10-10T02:00:00.000000000,45.313133,99.60312,Multicell
21,561,398,10101991_T02_21id.npy,1991-10-10T02:00:00.000000000,47.608017,101.93063,Multicell
22,562,398,10101991_T02_22id.npy,1991-10-10T02:00:00.000000000,53.551056,105.122086,Multicell
23,563,398,10101991_T02_23id.npy,1991-10-10T02:00:00.000000000,59.03229,114.7735,Multicell
24,564,398,10101991_T02_24id.npy,1991-10-10T02:00:00.000000000,47.794018,123.450516,Multicell
25,562,399,10101991_T02_25id.npy,1991-10-10T02:00:00.000000000,45.022274,79.39986,Multicell
26,563,399,10101991_T02_26id.npy,1991-10-10T02:00:00.000000000,51.284695,86.74869,Multicell
27,564,399,10101991_T02_27id.npy,1991-10-10T02:00:00.000000000,47.084023,97.23085,Multicell
28,563,400,10101991_T02_28id.npy,1991-10-10T02:00:00.000000000,45.86341,70.33912,Multicell
29,574,394,10101991_T03_29id.npy,1991-10-10T03:00:00.000000000,47.661377,71.05702,Multicell
30,575,394,10101991_T03_30id.npy,1991-10-10T03:00:00.000000000,54.720806,80.434326,Multicell
31,576,394,10101991_T03_31id.npy,1991-10-10T03:00:00.000000000,56.62804,81.70725,Multicell
32,577,394,10101991_T03_32id.npy,1991-10-10T03:00:00.000000000,47.92958,85.30128,Multicell
33,574,395,10101991_T03_33id.npy,1991-10-10T03:00:00.000000000,45.859943,104.20149,Multicell
34,575,395,10101991_T03_34id.npy,1991-10-10T03:00:00.000000000,53.10497,104.42291,Multicell
35,576,395,10101991_T03_35id.npy,1991-10-10T03:00:00.000000000,56.260265,97.87942,Multicell
36,577,395,10101991_T03_36id.npy,1991-10-10T03:00:00.000000000,46.308205,96.099335,Multicell
37,574,396,10101991_T03_37id.npy,1991-10-10T03:00:00.000000000,48.231464,109.39046,Multicell
38,575,396,10101991_T03_38id.npy,1991-10-10T03:00:00.000000000,54.788975,104.32439,Multicell
39,576,396,10101991_T03_39id.npy,1991-10-10T03:00:00.000000000,54.783836,89.34909,Multicell
40,574,397,10101991_T03_40id.npy,1991-10-10T03:00:00.000000000,49.513973,75.04477,Multicell
41,894,269,10111991_T21_41id.npy,1991-10-11T21:00:00.000000000,52.936165,70.671776,Multicell
42,892,270,10111991_T21_42id.npy,1991-10-11T21:00:00.000000000,50.79926,65.95829,Multicell
43,893,270,10111991_T21_43id.npy,1991-10-11T21:00:00.000000000,57.492977,66.936264,Multicell
44,894,270,10111991_T21_44id.npy,1991-10-11T21:00:00.000000000,52.263557,68.03025,Multicell
45,325,333,10131991_T11_45id.npy,1991-10-13T11:00:00.000000000,46.2904,106.41898,Cellular
46,326,333,10131991_T11_46id.npy,1991-10-13T11:00:00.000000000,51.296265,104.72954,Cellular
47,327,333,10131991_T11_47id.npy,1991-10-13T11:00:00.000000000,56.41951,94.22637,Cellular
48,328,333,10131991_T11_48id.npy,1991-10-13T11:00:00.000000000,52.903877,81.090294,Cellular
49,325,334,10131991_T11_49id.npy,1991-10-13T11:00:00.000000000,50.83914,73.55404,Multicell
50,326,334,10131991_T11_50id.npy,1991-10-13T11:00:00.000000000,56.75544,89.57056,Multicell
51,327,334,10131991_T11_51id.npy,1991-10-13T11:00:00.000000000,57.005264,97.997955,Multicell
52,328,334,10131991_T11_52id.npy,1991-10-13T11:00:00.000000000,47.986618,101.07521,Cellular
53,350,341,10131991_T12_53id.npy,1991-10-13T12:00:00.000000000,48.11285,79.61973,Multicell
54,351,341,10131991_T12_54id.npy,1991-10-13T12:00:00.000000000,47.6913,70.00215,Multicell
55,350,342,10131991_T12_55id.npy,1991-10-13T12:00:00.000000000,55.131,72.88292,Multicell
56,351,342,10131991_T12_56id.npy,1991-10-13T12:00:00.000000000,50.944782,78.45957,Multicell
57,1184,322,10131991_T13_57id.npy,1991-10-13T13:00:00.000000000,46.136265,78.62543,Cellular
58,335,337,10131991_T13_58id.npy,1991-10-13T13:00:00.000000000,45.013695,65.698364,Multicell
59,336,337,10131991_T13_59id.npy,1991-10-13T13:00:00.000000000,51.862427,65.19692,Multicell
60,337,338,10131991_T13_60id.npy,1991-10-13T13:00:00.000000000,52.58961,67.7463,Multicell
61,1189,321,10131991_T14_61id.npy,1991-10-13T14:00:00.000000000,58.14798,70.071266,Cellular
62,1189,322,10131991_T14_62id.npy,1991-10-13T14:00:00.000000000,55.12983,70.09546,Cellular
63,1190,322,10131991_T14_63id.npy,1991-10-13T14:00:00.000000000,45.5376,84.77656,Cellular
64,360,345,10131991_T14_64id.npy,1991-10-13T14:00:00.000000000,52.55065,68.72817,Areal Systems
65,361,345,10131991_T14_65id.npy,1991-10-13T14:00:00.000000000,54.082573,71.333084,Areal Systems
66,361,346,10131991_T14_66id.npy,1991-10-13T14:00:00.000000000,57.09156,67.27643,Areal Systems
67,668,317,10221991_T02_67id.npy,1991-10-22T02:00:00.000000000,45.9972,68.71937,Cellular
68,669,317,10221991_T02_68id.npy,1991-10-22T02:00:00.000000000,52.22595,69.65773,Cellular
69,670,317,10221991_T02_69id.npy,1991-10-22T02:00:00.000000000,60.388226,70.20495,Cellular
70,671,317,10221991_T02_70id.npy,1991-10-22T02:00:00.000000000,57.380592,72.109314,Cellular
71,672,317,10221991_T02_71id.npy,1991-10-22T02:00:00.000000000,46.109627,74.26393,Cellular
72,669,318,10221991_T02_72id.npy,1991-10-22T02:00:00.000000000,49.98432,89.64494,Cellular
73,670,318,10221991_T02_73id.npy,1991-10-22T02:00:00.000000000,58.589993,87.735016,Cellular
74,671,318,10221991_T02_74id.npy,1991-10-22T02:00:00.000000000,56.811832,87.18887,Cellular
75,669,319,10221991_T02_75id.npy,1991-10-22T02:00:00.000000000,47.01747,97.40738,Cellular
76,670,319,10221991_T02_76id.npy,1991-10-22T02:00:00.000000000,54.298023,94.854294,Cellular
77,671,319,10221991_T02_77id.npy,1991-10-22T02:00:00.000000000,50.277637,92.242584,Multicell
78,669,320,10221991_T02_78id.npy,1991-10-22T02:00:00.000000000,45.21164,92.13908,Cellular
79,670,320,10221991_T02_79id.npy,1991-10-22T02:00:00.000000000,47.644688,86.83442,Multicell
80,687,321,10221991_T02_80id.npy,1991-10-22T02:00:00.000000000,52.18934,69.180214,Cellular
81,685,322,10221991_T02_81id.npy,1991-10-22T02:00:00.000000000,48.896713,75.495705,Cellular
82,686,322,10221991_T02_82id.npy,1991-10-22T02:00:00.000000000,58.797066,76.0992,Cellular
83,687,322,10221991_T02_83id.npy,1991-10-22T02:00:00.000000000,55.03387,76.843506,Cellular
84,686,313,10221991_T03_84id.npy,1991-10-22T03:00:00.000000000,48.827877,77.04462,Cellular
85,687,313,10221991_T03_85id.npy,1991-10-22T03:00:00.000000000,54.56003,79.28317,Cellular
86,688,313,10221991_T03_86id.npy,1991-10-22T03:00:00.000000000,55.19574,78.36545,Cellular
87,689,313,10221991_T03_87id.npy,1991-10-22T03:00:00.000000000,52.215683,71.81746,Cellular
88,686,314,10221991_T03_88id.npy,1991-10-22T03:00:00.000000000,47.257927,71.834305,Cellular
89,687,314,10221991_T03_89id.npy,1991-10-22T03:00:00.000000000,49.283756,76.989265,Cellular
90,689,321,10221991_T03_90id.npy,1991-10-22T03:00:00.000000000,46.88105,76.94278,Multicell
91,690,321,10221991_T03_91id.npy,1991-10-22T03:00:00.000000000,47.207054,76.66417,Multicell
92,691,321,10221991_T03_92id.npy,1991-10-22T03:00:00.000000000,49.8509,72.275314,Multicell
93,692,321,10221991_T03_93id.npy,1991-10-22T03:00:00.000000000,48.570984,65.761345,Multicell
94,689,322,10221991_T03_94id.npy,1991-10-22T03:00:00.000000000,45.591164,70.59863,Multicell
95,1037,181,11151991_T19_95id.npy,1991-11-15T19:00:00.000000000,57.804115,69.58162,Multicell
96,735,147,11181991_T18_96id.npy,1991-11-18T18:00:00.000000000,55.445827,68.615875,Multicell
97,736,147,11181991_T18_97id.npy,1991-11-18T18:00:00.000000000,50.94374,65.401375,Multicell
98,786,127,11191991_T09_98id.npy,1991-11-19T09:00:00.000000000,53.79049,70.82655,Multicell
99,787,127,11191991_T09_99id.npy,1991-11-19T09:00:00.000000000,49.92997,77.544426,Multicell
100,788,127,11191991_T09_100id.npy,1991-11-19T09:00:00.000000000,45.533928,67.91227,Multicell
101,794,128,11191991_T10_101id.npy,1991-11-19T10:00:00.000000000,47.148712,66.32302,Multicell
102,802,127,11191991_T11_102id.npy,1991-11-19T11:00:00.000000000,49.60434,78.2,Multicell
103,803,127,11191991_T11_103id.npy,1991-11-19T11:00:00.000000000,52.60228,78.605446,Multicell
104,804,127,11191991_T11_104id.npy,1991-11-19T11:00:00.000000000,52.265152,73.8106,Multicell
105,753,87,11221991_T16_124id.npy,1991-11-22T16:00:00.000000000,52.35067,66.72819,Cellular
106,754,87,11221991_T16_125id.npy,1991-11-22T16:00:00.000000000,47.025223,77.31105,Cellular
107,755,87,11221991_T17_126id.npy,1991-11-22T17:00:00.000000000,45.455627,88.81365,Cellular
108,756,87,11221991_T17_127id.npy,1991-11-22T17:00:00.000000000,48.532696,106.25928,Cellular
109,757,87,11221991_T17_128id.npy,1991-11-22T17:00:00.000000000,51.79434,103.35945,Cellular
110,758,87,11221991_T17_129id.npy,1991-11-22T17:00:00.000000000,54.022385,109.12842,Cellular
111,759,87,11221991_T17_130id.npy,1991-11-22T17:00:00.000000000,54.60653,84.1861,Cellular
112,756,88,11221991_T17_131id.npy,1991-11-22T17:00:00.000000000,47.200817,89.11247,Multicell
113,757,88,11221991_T17_132id.npy,1991-11-22T17:00:00.000000000,53.34114,83.05371,Multicell
114,758,88,11221991_T17_133id.npy,1991-11-22T17:00:00.000000000,57.25124,90.25404,Cellular
115,759,88,11221991_T17_134id.npy,1991-11-22T17:00:00.000000000,58.785294,81.448074,Cellular
116,764,89,11221991_T18_137id.npy,1991-11-22T18:00:00.000000000,50.29655,81.235565,Cellular
117,767,89,11221991_T18_138id.npy,1991-11-22T18:00:00.000000000,61.62211,103.02036,Cellular
118,768,89,11221991_T18_139id.npy,1991-11-22T18:00:00.000000000,54.97798,120.40462,Cellular
119,764,90,11221991_T18_140id.npy,1991-11-22T18:00:00.000000000,50.345387,70.62567,Cellular
120,767,90,11221991_T18_141id.npy,1991-11-22T18:00:00.000000000,60.950466,96.84231,Cellular
121,768,90,11221991_T18_142id.npy,1991-11-22T18:00:00.000000000,57.510914,113.77152,Cellular
122,769,90,11221991_T18_143id.npy,1991-11-22T18:00:00.000000000,51.824135,106.78431,Cellular
123,772,87,11221991_T19_144id.npy,1991-11-22T19:00:00.000000000,55.08866,72.08627,Cellular
124,773,87,11221991_T19_145id.npy,1991-11-22T19:00:00.000000000,59.517933,77.39206,Cellular
125,774,87,11221991_T19_146id.npy,1991-11-22T19:00:00.000000000,60.556717,79.58398,Cellular
126,775,87,11221991_T19_147id.npy,1991-11-22T19:00:00.000000000,53.738235,80.627945,Cellular
127,772,88,11221991_T19_148id.npy,1991-11-22T19:00:00.000000000,49.85443,116.49324,Cellular
128,773,88,11221991_T19_149id.npy,1991-11-22T19:00:00.000000000,55.254204,105.255646,Cellular
129,774,88,11221991_T19_150id.npy,1991-11-22T19:00:00.000000000,57.77205,88.85952,Cellular
130,775,88,11221991_T19_151id.npy,1991-11-22T19:00:00.000000000,56.604023,77.8797,Cellular
131,776,88,11221991_T19_152id.npy,1991-11-22T19:00:00.000000000,46.565887,71.174675,Cellular
132,773,89,11221991_T19_153id.npy,1991-11-22T19:00:00.000000000,48.834953,83.507065,Cellular
133,776,87,11221991_T20_155id.npy,1991-11-22T20:00:00.000000000,52.5142,66.7119,Cellular
134,777,87,11221991_T20_156id.npy,1991-11-22T20:00:00.000000000,53.536068,69.40862,Cellular
135,782,87,11221991_T22_157id.npy,1991-11-22T22:00:00.000000000,55.213326,73.88895,Cellular
136,715,92,11221991_T22_158id.npy,1991-11-22T22:00:00.000000000,45.823013,81.68494,Cellular
137,715,93,11221991_T22_159id.npy,1991-11-22T22:00:00.000000000,48.790253,74.595024,Cellular
138,716,93,11221991_T22_160id.npy,1991-11-22T22:00:00.000000000,54.60575,76.09813,Cellular
139,717,93,11221991_T22_161id.npy,1991-11-22T22:00:00.000000000,58.011967,71.59469,Cellular
140,718,93,11221991_T22_162id.npy,1991-11-22T22:00:00.000000000,58.66476,67.074646,Cellular
141,720,94,11221991_T22_163id.npy,1991-11-22T22:00:00.000000000,45.50613,66.37033,Cellular
142,742,99,11231991_T01_164id.npy,1991-11-23T01:00:00.000000000,53.367706,69.71952,Cellular
143,741,140,11231991_T09_170id.npy,1991-11-23T09:00:00.000000000,51.46011,76.557625,Areal Systems
144,742,141,11231991_T09_171id.npy,1991-11-23T09:00:00.000000000,55.715313,85.0079,Areal Systems
145,743,141,11231991_T09_172id.npy,1991-11-23T09:00:00.000000000,47.13087,87.062775,Areal Systems
146,743,142,11231991_T09_173id.npy,1991-11-23T09:00:00.000000000,55.5251,81.747604,Areal Systems
147,744,143,11231991_T09_174id.npy,1991-11-23T09:00:00.000000000,49.102898,70.691925,Areal Systems
148,744,142,11231991_T10_176id.npy,1991-11-23T10:00:00.000000000,52.944992,67.0533,Areal Systems
149,745,142,11231991_T10_177id.npy,1991-11-23T10:00:00.000000000,51.65912,71.70772,Areal Systems
150,745,143,11231991_T10_178id.npy,1991-11-23T10:00:00.000000000,57.259575,69.327675,Areal Systems
151,746,143,11231991_T10_179id.npy,1991-11-23T10:00:00.000000000,56.468147,78.926796,Areal Systems
152,746,144,11231991_T10_180id.npy,1991-11-23T10:00:00.000000000,59.315243,66.10601,Areal Systems
153,747,144,11231991_T10_181id.npy,1991-11-23T10:00:00.000000000,57.25347,65.8836,Areal Systems
154,748,144,11231991_T10_182id.npy,1991-11-23T10:00:00.000000000,45.452114,68.97093,Areal Systems
155,749,144,11231991_T11_183id.npy,1991-11-23T11:00:00.000000000,45.688614,77.9684,Multicell
156,749,145,11231991_T11_184id.npy,1991-11-23T11:00:00.000000000,47.161247,65.45001,Multicell
157,750,145,11231991_T11_185id.npy,1991-11-23T11:00:00.000000000,45.500816,82.53515,Multicell
158,752,147,11231991_T11_186id.npy,1991-11-23T11:00:00.000000000,45.459576,76.54199,Areal Systems
159,753,147,11231991_T11_187id.npy,1991-11-23T11:00:00.000000000,46.842693,82.51117,Areal Systems
160,754,147,11231991_T11_188id.npy,1991-11-23T11:00:00.000000000,48.49554,68.0543,Areal Systems
161,753,148,11231991_T11_189id.npy,1991-11-23T11:00:00.000000000,46.03691,69.91475,Areal Systems
162,754,148,11231991_T11_190id.npy,1991-11-23T11:00:00.000000000,48.06297,70.68315,Areal Systems
163,756,148,11231991_T11_191id.npy,1991-11-23T11:00:00.000000000,53.596035,67.67078,Areal Systems
164,757,148,11231991_T11_192id.npy,1991-11-23T11:00:00.000000000,49.38569,66.59845,Areal Systems
165,757,149,11231991_T11_193id.npy,1991-11-23T11:00:00.000000000,55.51969,75.668945,Areal Systems
166,758,149,11231991_T11_194id.npy,1991-11-23T11:00:00.000000000,49.428173,82.08516,Areal Systems
167,758,150,11231991_T11_195id.npy,1991-11-23T11:00:00.000000000,55.95543,81.21467,Areal Systems
168,759,150,11231991_T11_196id.npy,1991-11-23T11:00:00.000000000,47.510727,89.57645,Areal Systems
169,759,151,11231991_T11_197id.npy,1991-11-23T11:00:00.000000000,54.889507,86.6922,Areal Systems
170,760,152,11231991_T11_198id.npy,1991-11-23T11:00:00.000000000,49.273724,81.54817,Areal Systems
171,763,151,11231991_T13_199id.npy,1991-11-23T13:00:00.000000000,53.032204,69.39145,Areal Systems
172,764,152,11231991_T13_200id.npy,1991-11-23T13:00:00.000000000,45.261803,70.194016,Areal Systems
173,778,160,11231991_T14_201id.npy,1991-11-23T14:00:00.000000000,54.5944,65.65137,Areal Systems
174,778,161,11231991_T14_202id.npy,1991-11-23T14:00:00.000000000,56.642612,68.00303,Areal Systems
175,779,161,11231991_T14_203id.npy,1991-11-23T14:00:00.000000000,55.375984,71.08645,Areal Systems
176,779,162,11231991_T14_204id.npy,1991-11-23T14:00:00.000000000,56.960335,69.82018,Areal Systems
177,780,162,11231991_T14_205id.npy,1991-11-23T14:00:00.000000000,51.163174,70.41028,Areal Systems
178,816,68,11231991_T15_206id.npy,1991-11-23T15:00:00.000000000,49.388508,77.32091,Cellular
179,817,69,11231991_T15_207id.npy,1991-11-23T15:00:00.000000000,56.358574,71.776505,Cellular
180,818,69,11231991_T15_208id.npy,1991-11-23T15:00:00.000000000,51.433735,67.696625,Cellular
181,795,172,11231991_T16_209id.npy,1991-11-23T16:00:00.000000000,49.95655,92.61944,Areal Systems
182,795,173,11231991_T16_210id.npy,1991-11-23T16:00:00.000000000,49.137684,126.61151,Areal Systems
183,796,173,11231991_T16_211id.npy,1991-11-23T16:00:00.000000000,57.011414,95.734665,Areal Systems
184,795,174,11231991_T16_212id.npy,1991-11-23T16:00:00.000000000,52.37524,125.43976,Areal Systems
185,796,174,11231991_T16_213id.npy,1991-11-23T16:00:00.000000000,59.40573,129.93607,Areal Systems
186,797,174,11231991_T16_214id.npy,1991-11-23T16:00:00.000000000,59.23665,94.94075,Areal Systems
187,795,175,11231991_T16_215id.npy,1991-11-23T16:00:00.000000000,56.83393,96.164276,Areal Systems
188,796,175,11231991_T16_216id.npy,1991-11-23T16:00:00.000000000,61.747673,128.7758,Areal Systems
189,797,175,11231991_T16_217id.npy,1991-11-23T16:00:00.000000000,61.09854,132.22063,Areal Systems
190,798,175,11231991_T16_218id.npy,1991-11-23T16:00:00.000000000,53.990726,98.52803,Areal Systems
191,796,176,11231991_T16_219id.npy,1991-11-23T16:00:00.000000000,62.069283,99.2738,Areal Systems
192,797,176,11231991_T16_220id.npy,1991-11-23T16:00:00.000000000,61.264442,132.93723,Areal Systems
193,798,176,11231991_T16_221id.npy,1991-11-23T16:00:00.000000000,54.86741,136.02065,Areal Systems
194,797,177,11231991_T16_222id.npy,1991-11-23T16:00:00.000000000,60.124744,102.019516,Areal Systems
195,798,177,11231991_T16_223id.npy,1991-11-23T16:00:00.000000000,53.755917,135.1474,Areal Systems
196,799,177,11231991_T16_224id.npy,1991-11-23T16:00:00.000000000,47.457355,136.51779,Areal Systems
197,800,177,11231991_T16_225id.npy,1991-11-23T16:00:00.000000000,46.333786,80.491394,Areal Systems
198,798,178,11231991_T16_226id.npy,1991-11-23T16:00:00.000000000,52.363647,97.52593,Areal Systems
199,799,178,11231991_T16_227id.npy,1991-11-23T16:00:00.000000000,50.3092,122.927704,Areal Systems
200,800,178,11231991_T16_228id.npy,1991-11-23T16:00:00.000000000,47.860607,78.89678,Areal Systems
201,799,179,11231991_T16_229id.npy,1991-11-23T16:00:00.000000000,49.27561,71.641266,Areal Systems
202,829,76,11231991_T17_230id.npy,1991-11-23T17:00:00.000000000,46.7387,86.75101,Cellular
203,830,76,11231991_T17_231id.npy,1991-11-23T17:00:00.000000000,50.368008,90.2213,Cellular
204,830,77,11231991_T17_232id.npy,1991-11-23T17:00:00.000000000,51.193943,119.708664,Cellular
205,831,77,11231991_T17_233id.npy,1991-11-23T17:00:00.000000000,53.06816,115.70648,Cellular
206,832,77,11231991_T17_234id.npy,1991-11-23T17:00:00.000000000,51.788616,85.1089,Cellular
207,830,78,11231991_T17_235id.npy,1991-11-23T17:00:00.000000000,48.124622,90.681366,Cellular
208,831,78,11231991_T17_236id.npy,1991-11-23T17:00:00.000000000,51.994003,124.4056,Cellular
209,832,78,11231991_T17_237id.npy,1991-11-23T17:00:00.000000000,54.914516,130.4298,Cellular
210,833,78,11231991_T17_238id.npy,1991-11-23T17:00:00.000000000,57.284462,121.87837,Cellular
211,834,78,11231991_T17_239id.npy,1991-11-23T17:00:00.000000000,53.29926,76.59669,Cellular
212,831,79,11231991_T17_240id.npy,1991-11-23T17:00:00.000000000,51.047703,65.873886,Cellular
213,832,79,11231991_T17_241id.npy,1991-11-23T17:00:00.000000000,56.982857,104.072556,Cellular
214,833,79,11231991_T17_242id.npy,1991-11-23T17:00:00.000000000,60.895306,142.97208,Cellular
215,834,79,11231991_T17_243id.npy,1991-11-23T17:00:00.000000000,58.811523,129.86787,Cellular
216,835,79,11231991_T17_244id.npy,1991-11-23T17:00:00.000000000,47.749107,75.897865,Cellular
217,833,80,11231991_T17_245id.npy,1991-11-23T17:00:00.000000000,61.81583,86.26013,Cellular
218,834,80,11231991_T17_246id.npy,1991-11-23T17:00:00.000000000,60.167595,116.007675,Cellular
219,835,80,11231991_T17_247id.npy,1991-11-23T17:00:00.000000000,50.872223,99.06044,Cellular
220,835,81,11231991_T17_248id.npy,1991-11-23T17:00:00.000000000,50.703285,71.55693,Cellular
221,799,176,11231991_T17_249id.npy,1991-11-23T17:00:00.000000000,46.73824,99.715866,Areal Systems
222,799,177,11231991_T17_250id.npy,1991-11-23T17:00:00.000000000,46.233047,136.54486,Areal Systems
223,800,177,11231991_T17_251id.npy,1991-11-23T17:00:00.000000000,50.105812,105.200806,Areal Systems
224,799,178,11231991_T17_252id.npy,1991-11-23T17:00:00.000000000,45.228607,131.41112,Areal Systems
225,800,178,11231991_T17_253id.npy,1991-11-23T17:00:00.000000000,49.224953,132.24364,Areal Systems
226,801,178,11231991_T17_254id.npy,1991-11-23T17:00:00.000000000,51.457497,101.60979,Areal Systems
227,799,179,11231991_T17_255id.npy,1991-11-23T17:00:00.000000000,45.629646,93.572655,Areal Systems
228,800,179,11231991_T17_256id.npy,1991-11-23T17:00:00.000000000,48.70821,127.123985,Areal Systems
229,801,179,11231991_T17_257id.npy,1991-11-23T17:00:00.000000000,49.00114,123.70626,Areal Systems
230,802,179,11231991_T17_258id.npy,1991-11-23T17:00:00.000000000,50.58121,89.57524,Areal Systems
231,800,180,11231991_T17_259id.npy,1991-11-23T17:00:00.000000000,48.024506,96.152985,Areal Systems
232,801,180,11231991_T17_260id.npy,1991-11-23T17:00:00.000000000,46.41916,117.50454,Areal Systems
233,802,180,11231991_T17_261id.npy,1991-11-23T17:00:00.000000000,45.988728,102.34619,Areal Systems
234,803,180,11231991_T17_262id.npy,1991-11-23T17:00:00.000000000,48.627266,66.38066,Areal Systems
235,803,181,11231991_T17_263id.npy,1991-11-23T17:00:00.000000000,47.197395,70.8904,Areal Systems
236,810,183,11231991_T18_264id.npy,1991-11-23T18:00:00.000000000,46.529076,68.97652,Areal Systems
237,811,183,11231991_T18_265id.npy,1991-11-23T18:00:00.000000000,48.288696,87.459816,Areal Systems
238,812,183,11231991_T18_266id.npy,1991-11-23T18:00:00.000000000,46.668926,71.632034,Areal Systems
239,811,184,11231991_T18_267id.npy,1991-11-23T18:00:00.000000000,50.123566,68.77424,Areal Systems
240,812,184,11231991_T18_268id.npy,1991-11-23T18:00:00.000000000,46.801945,69.920975,Areal Systems
241,850,89,11231991_T19_269id.npy,1991-11-23T19:00:00.000000000,45.023388,68.56183,Cellular
242,852,90,11231991_T19_270id.npy,1991-11-23T19:00:00.000000000,51.557125,86.60434,Cellular
243,853,90,11231991_T19_271id.npy,1991-11-23T19:00:00.000000000,52.664608,65.88152,Cellular
244,852,91,11231991_T19_272id.npy,1991-11-23T19:00:00.000000000,55.41124,107.52622,Cellular
245,853,91,11231991_T19_273id.npy,1991-11-23T19:00:00.000000000,57.868057,109.49204,Cellular
246,854,91,11231991_T19_274id.npy,1991-11-23T19:00:00.000000000,46.31538,92.78514,Cellular
247,853,92,11231991_T19_275id.npy,1991-11-23T19:00:00.000000000,59.744827,89.26838,Cellular
248,854,92,11231991_T19_276id.npy,1991-11-23T19:00:00.000000000,50.540203,102.31317,Cellular
249,900,137,11241991_T01_277id.npy,1991-11-24T01:00:00.000000000,49.827328,69.700424,Multicell
250,900,138,11241991_T01_278id.npy,1991-11-24T01:00:00.000000000,46.095833,69.84621,Multicell
251,1003,214,11241991_T05_279id.npy,1991-11-24T05:00:00.000000000,50.885468,74.32876,Multicell
252,1003,215,11241991_T05_280id.npy,1991-11-24T05:00:00.000000000,56.505547,70.36445,Multicell
253,1004,215,11241991_T05_281id.npy,1991-11-24T05:00:00.000000000,48.714977,82.4764,Multicell
254,1004,216,11241991_T05_282id.npy,1991-11-24T05:00:00.000000000,48.024406,90.11078,Multicell
255,1004,217,11241991_T05_283id.npy,1991-11-24T05:00:00.000000000,45.262215,68.26039,Multicell
256,956,151,11241991_T08_284id.npy,1991-11-24T08:00:00.000000000,57.099716,68.17219,Multicell
257,956,152,11241991_T08_285id.npy,1991-11-24T08:00:00.000000000,60.199516,65.5894,Multicell
258,957,152,11241991_T08_286id.npy,1991-11-24T08:00:00.000000000,53.381485,74.60727,Multicell
259,1005,127,11241991_T13_287id.npy,1991-11-24T13:00:00.000000000,58.448444,73.12757,Multicell
260,1006,127,11241991_T13_288id.npy,1991-11-24T13:00:00.000000000,51.820717,80.16121,Multicell
261,1019,122,11241991_T14_289id.npy,1991-11-24T14:00:00.000000000,50.323006,82.482574,Multicell
262,1020,122,11241991_T14_290id.npy,1991-11-24T14:00:00.000000000,58.056225,79.399475,Multicell
263,1021,122,11241991_T14_291id.npy,1991-11-24T14:00:00.000000000,54.129868,71.394005,Multicell
264,1020,123,11241991_T14_292id.npy,1991-11-24T14:00:00.000000000,58.144726,66.39927,Multicell
265,1021,123,11241991_T14_293id.npy,1991-11-24T14:00:00.000000000,58.918785,74.78502,Multicell
266,1022,123,11241991_T14_294id.npy,1991-11-24T14:00:00.000000000,49.162758,75.17325,Multicell
267,1019,131,11241991_T14_295id.npy,1991-11-24T14:00:00.000000000,45.65964,67.042435,Multicell
268,1020,131,11241991_T14_296id.npy,1991-11-24T14:00:00.000000000,55.95426,65.4524,Multicell
269,1229,298,11251991_T02_297id.npy,1991-11-25T02:00:00.000000000,45.890266,65.713844,Multicell
